Year,Tempo,Duration
1981,150.837,255.16363
2009,111.079,329.35138
2006,85.621,177.81506
1997,175.769,198.3473
1991,130.016,357.82485
1961,112.006,223.4771
2000,108.061,385.33179
2001,85.008,124.18567
1995,216.195,324.44036
2006,105.994,428.56444
2009,118.433,654.28853
2009,126.941,203.83302
1986,89.495,140.66893
1988,102.259,201.09016
1991,181.115,205.58322
1998,107.529,254.79791
1995,130.027,338.33751
2007,119.979,193.4624
2001,133.306,292.8322
1991,61.971,301.81832
1990,152.267,241.10975
2009,155.074,210.36363
1999,188.886,234.762
1997,189.646,313.12934
1961,95.957,156.39465
1985,137.522,124.86485
1992,160.839,133.32853
1997,127.025,168.25424
2005,90.022,186.48771
1972,110.189,342.56934
2004,166.862,207.77751
1964,130.1,164.80608
1992,116.721,248.78975
1995,102.428,190.48444
2007,115.061,198.73914
2003,115.887,95.68608
1974,154.953,344.05832
2009,86.091,251.42812
2002,123.142,195.3171
2006,141.919,175.72526
1997,90.218,269.7922
1995,95.596,217.23383
2004,89.984,277.78567
2005,108.499,229.642
2007,193.978,143.98649
1987,61.883,109.37424
2002,144.836,239.98649
1984,119.67,234.65751
2007,143.97,301.06077
2001,137.862,384.70485
1999,95.882,397.26975
2007,155.038,192.1824
2003,132.967,198.26893
1996,139.91,420.10077
1995,135.175,229.79873
2006,156.097,264.69832
1989,117.168,418.87302
2005,89.86,133.27628
2005,211.327,215.35302
2006,125.558,153.28608
2005,128.459,165.66812
1991,175.393,172.01587
2004,109.671,377.67791
1998,98.49,168.38485
1993,210.305,324.51873
1997,137.004,228.46649
2000,174.287,165.61587
1966,102.538,122.64444
1985,84.164,207.0722
2003,116.823,187.92444
1977,133.144,206.05342
1995,124.175,300.79955
1986,180.149,241.162
1986,125.197,307.3824
2004,150.062,290.29832
1987,119.826,491.12771
2005,152.127,117.002
1997,124.04,416.80934
1984,175.421,225.12281
1988,154.322,203.98975
2010,135.535,240.74404
2004,163.445,215.30077
2001,135.78,127.9473
1971,114.027,155.21914
2001,149.94,219.01016
1989,139.189,192.20853
1995,93.106,368.16934
1960,68.283,159.76444
1997,153.862,345.93914
1996,140.458,282.53995
2004,90.648,271.77751
1986,124.086,261.74649
1988,145.518,216.60689
1983,132.506,388.28363
2010,93.238,243.1473
1989,162.682,316.73424
1982,210.8,182.09914
2008,82.205,205.21751
2007,91.69,316.65587
2009,165.971,251.76771
2009,147.83,383.29424
1973,135.951,226.06322
1996,119.713,404.58404
2009,139.977,238.94159
1994,133.903,441.96526
2001,133.986,153.33832
2009,140.025,241.68444
1987,98.823,159.11138
1995,161.456,222.30159
1999,96.989,241.03138
1996,176.756,108.85179
2009,103.244,224.7571
1995,200.199,261.79873
1977,109.057,166.03383
1995,175.613,366.70649
2010,150.782,294.05995
1990,120.583,211.9571
1991,157.532,215.43138
1998,63.334,109.16526
2006,160.052,233.66485
1977,201.006,281.52118
2009,142.895,183.58812
1994,171.329,241.97179
1997,146.852,52.79302
2007,131.279,274.59873
2001,104.587,228.62322
1983,127.191,119.71873
2000,153.211,265.61261
2005,86.971,184.55465
1990,138.213,201.9522
2006,152.457,211.87873
1993,95.986,273.18812
2008,134.5,381.17832
1956,59.983,115.25179
1993,193.575,273.78893
1947,142.398,181.08036
2004,229.808,142.52363
2005,126.986,287.99955
2005,206.454,128.93995
2003,92.742,342.20363
1983,205.245,234.762
2005,159.212,82.85995
1999,122.0,323.7873
1985,98.0,446.32771
2003,84.956,223.92118
1996,152.02,242.28526
2004,150.012,276.45342
2003,145.18,170.84036
2001,60.509,180.37506
2001,131.121,184.05832
2008,125.958,282.85342
2010,139.972,128.83546
2003,140.044,269.322
1997,114.045,171.2322
2005,99.901,155.03628
2000,170.081,120.86812
2008,82.282,229.45914
1982,82.733,291.83955
1998,99.059,280.00608
2000,130.513,262.24281
2006,84.461,194.45506
2008,109.072,187.24526
2009,207.974,140.40771
2003,130.325,210.54649
1991,108.445,90.90567
2005,91.011,219.81995
1930,158.767,196.88444
1956,176.279,197.22404
2000,176.349,267.67628
1999,130.098,259.63057
2008,117.368,166.42567
2000,106.435,247.562
2000,94.993,235.10159
2007,120.663,133.82485
2008,172.35,279.74485
2009,93.33,371.64363
1997,136.821,156.42077
1991,158.57,237.45261
2009,102.009,211.17342
1994,123.094,167.6273
2007,93.265,209.97179
1992,150.077,329.37751
2008,130.136,224.28689
2007,125.009,353.17506
1982,69.704,242.70322
2000,86.006,237.97506
2000,174.69,289.30567
2001,181.748,152.65914
1988,124.487,257.95873
2009,180.327,258.19383
1995,96.22,181.62893
2000,93.594,106.60526
1989,137.192,170.1873
1966,138.308,169.1424
1989,161.47,390.66077
1997,86.296,141.24363
1989,189.524,291.57832
2008,116.49,409.96526
2003,130.12,184.37179
2005,140.027,260.33587
2009,90.033,189.07383
1993,78.666,343.40526
2001,101.663,257.20118
1979,120.521,244.87138
2007,112.277,317.36118
2001,123.994,437.9424
1993,179.831,246.07302
2006,127.981,395.28444
2008,87.953,227.70893
1998,84.001,227.94404
2007,90.055,264.25424
2009,116.992,277.10649
1988,110.598,225.74975
2006,127.15,184.00608
2009,109.847,175.72526
2008,86.463,199.05261
2000,74.384,1598.1971
2007,146.013,202.23955
1980,150.799,218.40934
1999,127.874,456.51546
1988,146.143,163.63057
2003,149.913,260.20526
2005,134.552,188.94322
1998,106.58,350.4322
1997,133.392,301.06077
2007,95.611,148.92363
1986,124.973,269.94893
2006,126.46,259.05587
2006,79.685,53.31546
1998,159.502,186.5922
1992,138.83,276.79302
2002,94.005,385.2273
2006,126.773,325.11955
1998,189.616,210.07628
2009,145.323,296.93342
2010,91.76,111.80363
1997,90.902,258.19383
2001,134.492,88.73751
1998,149.167,291.7873
2007,177.809,132.07465
1984,144.801,264.33261
2008,114.024,263.02649
1991,109.542,229.32853
2000,158.763,175.01995
1993,130.955,202.91873
1996,106.802,297.66485
1988,130.272,247.11791
2006,133.326,283.76771
2008,94.007,217.28608
1999,93.976,264.64608
1970,100.799,245.44608
2008,126.955,309.83791
2006,130.065,269.76608
1987,137.11,246.80444
2006,50.51,264.48934
1996,95.381,118.9873
2008,156.007,213.55057
1977,108.199,200.9073
1995,139.919,296.98567
1994,126.052,227.36934
2005,114.895,255.63383
2007,139.987,159.45098
2006,127.996,418.87302
1988,108.489,122.64444
1994,138.408,251.76771
2002,93.412,85.02812
1982,121.044,316.39465
2000,95.575,185.36444
2009,132.642,278.46485
1993,163.969,229.45914
1994,77.963,196.88444
2008,121.988,191.55546
2004,124.519,207.882
1953,75.064,100.8322
2009,93.325,328.85506
2005,99.742,233.92608
2009,115.212,441.7824
2009,94.978,329.37751
1995,129.391,139.78077
2007,130.129,223.68608
1992,124.144,230.60853
1997,146.909,125.25669
2003,138.038,410.8273
1981,190.6,79.51628
1998,94.904,311.30077
1993,100.329,349.23057
1991,97.761,187.14077
1998,156.688,289.25342
2008,151.945,269.63546
1953,96.731,183.06567
2009,127.779,230.53016
1959,120.446,130.01098
2005,124.842,192.78322
2007,100.567,213.13261
2004,85.006,232.48934
2004,112.77,206.94159
2001,116.123,243.722
1995,103.005,159.60771
2004,118.008,195.21261
1985,150.871,159.65995
2001,107.302,163.52608
2005,87.106,286.4322
2005,106.14,193.35791
2007,130.012,530.12853
1980,34.335,165.98159
2004,83.412,38.922
2003,150.243,326.79138
2006,71.14,235.25832
2006,87.044,336.06485
1958,161.728,101.77261
1970,166.796,176.63955
1994,83.809,154.06975
1998,160.08,386.55955
2001,130.36,116.34893
2005,101.905,418.79465
2004,163.884,192.91383
1996,125.052,144.71791
1979,86.727,301.71383
2003,96.7,201.09016
1981,123.452,147.9571
2003,105.775,183.43138
2009,99.982,234.1873
1992,103.3,232.77669
1999,96.093,222.56281
2005,174.942,216.45016
2008,150.006,119.7971
1984,123.028,228.12689
2001,125.693,303.90812
2008,166.015,531.61751
2002,164.23,138.44853
1997,94.57,218.3571
2008,163.935,293.66812
1996,191.033,294.08608
1995,87.495,252.83873
2008,130.183,146.442
1967,86.446,349.72689
2005,189.068,213.34159
1980,159.106,137.45587
1981,71.756,238.602
1959,137.99,147.17342
1983,92.938,219.76771
2004,132.474,57.18159
2010,42.58,62.95465
2002,129.994,492.30322
2009,125.827,318.79791
2008,128.988,202.10893
2009,94.281,239.64689
2007,134.291,798.1971
1987,158.208,92.42077
1987,104.943,142.94159
1979,78.136,351.42485
2000,86.5,105.45587
1973,167.559,591.62077
2004,95.465,242.65098
1998,156.15,419.97016
1964,92.4,242.9122
1979,181.469,192.07791
2004,121.887,361.56036
2009,110.161,209.71057
2008,142.449,264.82893
2006,145.032,342.02077
2008,103.548,214.17751
2005,100.312,224.9922
2003,96.043,282.25261
2002,159.499,235.17995
2007,121.795,251.402
1997,74.551,45.50485
2009,106.41,48.63955
1996,100.013,472.52853
1997,126.274,132.44036
2005,161.909,119.7971
1999,61.409,47.51628
2001,149.827,223.50322
2008,85.731,287.65995
2004,88.746,194.48118
1968,149.9,130.76853
2000,171.648,207.56853
1987,181.355,239.5424
1995,177.866,149.36771
2005,126.105,240.66567
1997,114.037,231.47057
1989,115.38,233.63873
1988,96.686,101.74649
2002,130.453,164.8322
2009,109.293,214.36036
2008,125.663,115.17342
2003,243.195,43.88526
1992,93.156,257.25342
1978,92.643,238.23628
2001,89.311,251.6371
2010,124.989,273.03138
1996,164.641,189.3873
2001,98.998,200.77669
2001,86.844,228.80608
2009,160.066,202.57914
1989,110.98,221.23057
1996,181.208,222.30159
2005,118.058,290.48118
1990,120.92,125.36118
2001,82.581,274.65098
1972,165.346,269.26975
1956,130.335,211.33016
2003,158.404,180.03546
2003,106.658,210.52036
1999,126.618,240.90077
2003,210.957,187.92444
2006,161.874,127.4771
1989,133.312,146.02404
2008,140.112,678.76526
2007,92.927,258.19383
1994,137.714,234.9971
1997,50.059,79.93424
2003,83.95,74.762
1976,185.559,125.6224
1971,159.415,367.46404
2006,72.071,206.00118
2002,110.57,366.05342
2002,91.007,268.22485
2004,105.157,301.24363
2003,83.883,261.51138
2007,160.051,163.00363
2005,244.366,245.44608
1985,107.886,371.19955
1995,149.853,327.73179
2009,122.988,228.38812
1999,91.249,76.79955
2000,110.133,297.45587
1991,103.584,280.73751
2000,83.99,356.362
1988,97.882,283.24526
2007,125.348,211.30404
1989,107.905,219.76771
1999,84.631,269.97506
2007,93.041,290.37669
2004,141.746,520.88118
2009,115.007,165.38077
2009,122.934,359.36608
2001,118.056,222.92853
1989,150.3,398.44526
1984,163.748,169.53424
1972,80.455,266.23955
1988,118.155,202.34404
2005,80.016,181.96853
2004,116.318,204.56444
1990,173.423,159.26812
2007,95.051,222.40608
2002,179.406,291.39546
2009,145.562,78.91546
1980,113.86,251.27138
2000,103.129,190.30159
2010,142.782,46.21016
2004,156.002,229.32853
2010,166.025,222.04036
2008,92.439,259.29098
1991,86.197,137.42975
2002,88.942,231.33995
2001,103.046,231.54893
1993,172.9,57.39057
2004,136.897,253.07383
2003,210.691,185.93914
1989,107.944,285.12608
1972,132.59,165.35465
1997,166.411,233.24689
2006,111.034,118.83057
2008,140.143,235.49342
2005,87.899,151.19628
2007,134.293,286.35383
1995,124.008,279.24853
2009,168.02,184.58077
2006,135.053,440.52853
1990,114.758,261.77261
1999,60.017,104.93342
1960,71.597,127.29424
1998,177.563,228.93669
2001,96.006,225.25342
2009,90.983,214.46485
2009,135.033,146.88608
1977,158.578,95.76444
2006,86.675,406.17751
1999,103.225,188.55138
2004,107.199,223.03302
2000,115.418,235.65016
2006,165.224,219.89832
1975,109.305,319.00689
2000,105.085,157.3873
1999,128.502,237.322
1996,199.826,233.06404
2009,51.714,185.10322
2008,120.07,225.59302
1995,111.132,272.71791
2004,144.022,280.39791
2006,138.43,202.1873
1940,107.081,172.30322
1997,77.885,238.10567
2002,88.57,367.01995
2008,113.552,139.49342
2008,98.784,200.35873
1970,116.806,375.562
1998,115.75,125.88363
1998,124.332,248.99873
1970,161.529,362.03057
2010,127.817,336.16934
2006,89.335,243.56526
2006,182.705,240.95302
2000,127.122,209.44934
1995,118.933,346.22649
2007,160.03,177.94567
1995,200.42,315.48036
2004,150.276,182.282
1999,109.097,175.49016
1989,122.838,181.39383
2000,97.147,283.19302
1999,140.97,143.59465
1996,126.531,180.11383
2005,186.886,242.18077
2004,125.028,101.8771
1992,116.805,380.86485
2002,105.36,196.362
1983,127.373,173.322
2006,134.909,346.25261
1973,120.203,163.05587
1987,104.171,336.43057
2000,111.802,160.7571
1986,131.724,205.84444
1994,136.964,237.08689
1998,86.979,211.30404
1991,91.097,330.65751
2004,184.023,193.43628
2007,132.093,276.37506
2004,84.821,296.09751
1983,132.369,219.61098
2000,101.235,194.0371
1981,83.953,133.27628
1994,92.293,148.11383
2009,124.037,488.41098
2004,145.858,232.64608
2001,155.793,205.73995
2005,109.505,209.162
2007,160.126,184.24118
2010,100.415,245.28934
2009,116.795,305.55383
1998,84.212,36.20526
1989,139.866,193.20118
2005,147.998,279.71873
2004,130.013,514.45506
1998,139.981,166.24281
2010,127.968,381.28281
1998,111.063,247.77098
2000,175.959,262.08608
1992,71.705,175.22893
2003,97.073,224.86159
2006,129.146,345.96526
2000,90.894,269.19138
2004,107.002,103.52281
2001,139.243,264.12363
1993,115.938,246.93506
2008,117.726,170.47465
2008,98.173,172.87791
1997,175.43,292.12689
1972,88.384,295.05261
1999,134.654,136.77669
2004,108.504,262.89587
1969,142.646,545.74975
2005,104.801,199.3922
2007,85.964,287.50322
2001,130.862,161.85424
1984,88.928,328.72444
2007,106.798,201.79546
2000,162.727,152.68526
1994,97.977,262.24281
1990,117.815,165.61587
2002,95.673,181.65506
2003,158.34,380.42077
2009,89.347,255.60771
2000,163.96,277.62893
1994,101.044,245.7073
2007,148.382,207.90812
2009,170.024,177.42322
2007,69.979,93.33506
1996,120.969,173.19138
1978,138.165,190.06649
2009,99.784,290.69016
2008,113.361,262.89587
1992,141.121,295.99302
1979,124.494,209.3971
1997,63.16,134.94812
1998,130.002,275.12118
2003,132.986,325.98159
2003,96.071,210.33751
2005,120.464,278.96118
1995,153.08,214.7522
1979,113.11,230.66077
2002,150.567,269.81832
2001,163.692,363.36281
1997,107.669,165.85098
2007,120.008,220.36853
1992,101.849,351.34649
2002,105.201,241.37098
1980,41.945,173.92281
2009,144.717,133.45914
1975,129.761,269.84444
1998,110.134,175.25506
1997,92.065,151.92771
2005,93.513,342.36036
2003,204.791,283.37587
2007,105.393,181.28934
1974,154.475,197.04118
1987,128.171,225.4624
1993,102.176,216.65914
2002,135.895,300.72118
1991,101.799,217.93914
1994,117.706,339.25179
2005,137.938,218.53995
2006,132.684,236.59057
1995,140.069,222.87628
2003,174.792,521.63873
2001,93.08,215.66649
2006,148.252,205.06077
1994,117.537,140.30322
2003,191.144,240.40444
2009,145.1,218.46159
1995,140.424,190.6673
1993,164.648,127.37261
1998,136.826,590.00118
2008,77.399,197.25016
1993,106.637,152.42404
1983,187.314,235.75465
1966,181.41,138.70975
1999,107.053,360.30649
2007,145.962,268.2771
2008,115.823,273.89342
1936,38.443,192.80934
1977,149.039,252.02893
2005,194.012,127.79057
2007,113.287,252.44689
2008,85.003,351.50322
1989,120.643,139.62404
2008,147.979,286.77179
2005,100.034,245.13261
1991,96.695,156.62975
1991,133.349,287.65995
1993,85.988,256.78322
2000,130.275,214.5171
2007,167.59,234.60526
2004,182.198,285.1522
1968,125.767,137.19465
1990,169.866,285.3873
2008,120.502,96.65261
1997,95.56,257.35791
2004,86.813,185.23383
1980,108.977,184.94649
1984,111.319,234.50077
2004,119.562,312.08444
1996,118.971,184.31955
2007,89.676,204.85179
1992,150.404,267.65016
2008,136.975,106.81424
1972,127.275,172.38159
2008,124.073,359.8624
1989,197.213,168.85506
1993,99.556,279.06567
2006,80.473,134.922
1992,114.589,218.33098
2000,172.223,177.44934
1975,187.427,222.37995
1989,114.135,163.26485
2004,97.98,238.23628
1993,168.352,191.42485
2006,159.248,230.24281
2000,103.652,275.04281
1975,142.88,197.82485
1995,124.877,142.73261
2003,185.325,169.97832
1966,125.295,157.46567
2008,127.792,156.55138
1999,134.819,381.54404
2001,118.06,153.49506
2007,87.992,230.55628
2004,181.371,309.60281
2008,99.124,222.01424
2006,165.886,247.17016
2008,120.617,179.01669
2005,67.606,244.32281
2005,156.066,411.68934
1971,156.298,266.05669
2008,109.804,273.08363
1993,160.979,169.22077
2008,86.684,263.73179
1999,153.968,355.34322
2004,145.997,262.89587
2010,134.112,179.51302
2004,131.509,404.45342
1999,98.501,223.60771
2005,151.699,252.65587
2008,110.107,237.84444
2002,151.284,237.66159
2006,120.022,326.60853
1997,91.922,213.13261
2005,164.002,215.82322
1993,146.24,180.00934
2005,42.525,70.89587
2004,141.769,260.91057
2008,154.695,149.89016
1992,164.925,269.81832
1986,157.956,297.92608
2008,134.832,344.68526
1997,112.063,341.68118
2002,102.828,215.90159
1989,91.256,167.13098
1956,126.31,184.76363
1960,134.741,286.82404
1994,105.498,179.09506
2009,147.904,192.44363
2010,133.072,142.15791
1986,125.676,229.8771
2003,111.039,256.49587
2006,147.975,227.99628
1992,102.739,276.94975
2000,187.323,120.86812
2009,196.141,378.95791
2003,121.871,255.84281
1963,119.712,141.42649
2008,102.008,267.75465
1987,131.319,281.73016
1994,151.73,121.73016
1999,185.76,149.36771
1994,177.662,366.39302
1998,195.223,159.39873
2006,113.812,212.16608
1993,192.819,273.97179
2009,136.044,330.57914
1994,71.416,811.2322
1996,227.161,304.71791
1999,132.611,329.50812
1996,144.975,222.04036
1987,83.957,185.70404
1980,125.245,355.18649
1993,206.02,249.49506
2007,125.008,420.15302
2009,100.088,65.51465
2000,177.465,91.74159
2005,150.23,220.42077
2005,90.099,144.19546
1999,131.948,366.28853
1992,88.072,320.44363
1985,111.541,231.23546
1997,88.662,95.50322
2009,136.984,134.97424
1955,68.326,302.62812
1990,91.318,145.13587
2007,156.948,322.66404
2003,111.953,215.562
2005,104.99,254.51057
2001,135.038,250.85342
2005,93.99,254.9024
1994,128.251,282.09587
1985,119.035,236.09424
2004,116.009,168.33261
2001,149.864,541.51791
1996,146.454,293.53751
2007,147.128,264.6722
1992,86.321,304.95302
2009,152.633,146.99057
2003,99.487,183.90159
1979,159.081,172.77342
2008,41.133,210.54649
2006,119.813,277.02812
1982,183.907,203.91138
1981,155.999,299.57179
2010,120.188,213.89016
2006,140.9,173.97506
2009,96.024,200.38485
2002,103.009,269.73995
1997,111.492,263.94077
2008,123.965,68.98893
1983,86.536,85.26322
2002,96.287,220.96934
2004,85.112,178.33751
2003,148.505,617.82159
1994,89.998,232.30649
2003,120.006,218.22649
2002,128.714,208.97914
2000,93.235,323.21261
1983,119.903,298.89261
2007,168.248,189.75302
2006,78.453,156.682
2004,81.901,50.9122
2006,141.836,80.3522
2005,90.666,247.32689
1999,79.53,201.09016
1989,128.598,248.78975
2007,114.061,229.22404
1997,153.738,235.78077
1997,156.074,145.78893
1995,225.669,182.22975
1992,94.777,252.96934
2002,185.97,231.54893
2004,149.948,255.00689
1993,186.012,258.92526
1977,86.902,189.30893
2004,181.549,417.67138
1982,140.659,158.98077
1992,92.012,267.36281
1995,136.459,263.8624
2003,141.45,219.74159
2006,200.375,181.81179
1990,72.937,322.87302
1999,80.979,275.69587
1998,110.666,204.53832
1998,180.296,125.41342
2008,120.119,271.85587
2009,135.914,230.63465
2001,113.082,174.34077
1991,152.461,271.12444
2003,113.326,201.87383
2003,64.006,298.13506
2007,125.995,357.85098
1995,121.981,227.36934
1992,95.111,326.42567
2002,100.893,225.04444
1991,120.703,124.94322
2007,89.927,208.90077
2009,123.635,290.63791
2007,140.173,297.76934
2003,88.043,242.52036
1998,76.499,269.7922
1987,80.738,152.58077
2005,85.029,212.29669
2006,167.954,171.80689
1998,106.769,222.09261
2003,116.621,283.74159
2005,135.982,307.35628
1993,35.931,43.51955
2007,150.11,323.18649
2005,67.904,189.57016
1961,110.323,144.1171
2006,118.835,177.94567
2009,64.811,280.24118
1973,81.111,463.49016
2009,144.803,144.92689
2006,117.985,207.51628
2004,165.546,149.91628
2008,100.604,321.17506
1999,76.986,198.05995
2001,133.391,352.88771
2006,118.043,225.17506
1999,200.061,218.61832
2006,97.959,257.59302
2003,160.409,53.39383
1930,107.877,196.62322
1985,77.306,281.28608
2007,159.723,153.67791
2006,101.455,270.68036
1999,119.428,286.24934
2006,118.041,112.95302
2006,157.909,218.61832
1974,74.809,194.37669
1998,159.702,212.21832
2000,127.782,197.19791
2001,173.205,280.21506
2000,101.167,255.73832
2003,116.005,362.60526
1984,150.955,191.68608
2010,90.66,89.15546
1981,146.445,204.85179
2006,181.889,200.9073
1994,145.228,194.40281
2009,81.986,192.46975
2001,182.57,98.89914
2004,142.01,174.602
2005,95.036,158.45832
2002,113.156,237.87057
1995,128.702,249.99138
2005,91.101,285.49179
2005,78.382,52.00934
2003,125.02,261.32853
1969,167.841,324.70159
2003,88.018,238.44526
1971,73.545,333.322
1967,94.304,304.8224
2006,118.052,305.34485
1997,150.848,267.20608
2003,86.82,230.42567
1992,129.318,235.41506
2000,90.177,180.00934
1980,176.153,219.19302
1927,99.076,188.94322
1975,84.064,282.69669
2006,129.984,260.54485
2007,126.105,243.722
2003,107.087,198.86975
2004,90.282,237.7922
2002,152.214,347.84608
2006,110.994,225.64526
2005,100.081,198.79138
2003,195.976,207.33342
1989,109.051,304.32608
2002,128.135,142.41914
1989,101.742,215.11791
1968,105.202,159.60771
1994,127.923,793.62567
2007,201.333,173.37424
1980,125.783,250.3571
2000,111.004,223.52934
2005,129.488,205.7922
1984,139.685,194.01098
1989,96.709,113.78893
2000,130.716,129.88036
2003,117.966,181.57669
2005,90.009,236.66893
1992,89.67,189.33506
2001,120.052,239.90812
2003,41.21,352.86159
1967,85.453,250.27873
2000,161.782,173.81832
1996,166.906,182.83057
1967,117.381,177.3971
2001,109.018,180.50567
1996,98.623,184.2673
2007,116.423,285.3873
2005,130.091,290.08934
2002,96.027,196.62322
2001,116.517,281.15546
2002,126.984,508.02893
2008,103.206,240.69179
1996,137.342,259.76118
2003,78.134,208.14322
2001,134.21,493.7922
2009,62.018,148.37506
2000,167.477,197.90322
2007,91.89,205.08689
2007,100.331,443.68934
1992,219.826,337.71057
1996,122.421,327.49669
2007,186.121,318.79791
2001,128.298,270.78485
2002,161.405,278.22975
1997,119.963,184.65914
1996,109.154,250.69669
1970,74.665,232.64608
2004,85.366,250.74893
2005,122.623,243.90485
1994,127.707,303.98649
1995,94.958,191.73832
2005,205.972,256.31302
1982,121.805,180.81914
2009,223.34,176.56118
1997,93.174,243.53914
2009,194.532,204.40771
2009,95.11,153.73016
1993,127.803,210.05016
2006,154.093,217.20771
2004,82.909,166.29506
2004,103.637,308.45342
2005,122.484,421.95546
1962,129.781,145.162
1976,93.532,270.96771
1987,104.521,343.562
2009,127.923,308.81914
2000,125.088,343.27465
1995,97.643,191.9473
2005,117.311,150.17751
1972,104.469,221.962
1992,42.654,159.34649
2003,149.317,233.7171
2010,86.01,180.71465
2003,196.137,195.5522
1995,122.243,312.13669
2003,133.912,198.81751
1996,121.91,208.56118
2007,129.626,458.9971
2007,152.041,144.03873
2008,111.504,472.45016
2007,77.977,224.20853
1991,159.552,145.55383
1997,168.013,274.15465
1999,131.078,108.40771
1985,155.735,157.33506
1992,95.301,244.32281
1997,124.22,214.7522
2002,170.412,257.01832
1995,110.178,194.61179
2004,103.433,224.62649
2008,220.104,204.5122
1987,186.159,125.90975
1998,88.4,388.0224
1997,168.21,229.51138
2003,119.644,286.51057
1998,90.915,239.0722
2006,150.163,248.81587
2002,38.644,183.37914
2001,76.166,286.77179
2006,107.011,201.92608
1994,180.8,158.45832
2003,166.037,271.25506
2004,154.211,136.98567
2001,99.995,239.67302
2006,97.342,228.98893
2008,88.127,228.98893
2004,115.139,208.92689
1999,151.493,281.93914
2003,136.932,208.32608
1982,145.055,373.26322
1989,91.008,252.78649
1991,116.282,265.63873
2007,124.078,295.23546
1993,172.02,200.48934
1999,100.694,260.33587
2009,64.141,140.7473
2005,125.992,389.19791
2002,93.978,245.65506
2002,183.58,238.47138
1997,127.267,249.02485
1954,98.018,190.64118
2005,146.708,220.39465
2007,128.092,283.8722
2002,86.561,443.03628
1981,139.402,308.94975
1995,115.371,257.30567
2007,138.364,232.202
1996,110.04,247.53587
2004,123.997,252.86485
2000,170.781,29.41342
2009,124.014,211.90485
2009,151.936,215.74485
2008,128.976,351.32036
2004,122.022,192.46975
1994,163.204,256.20853
2000,94.905,154.30485
1985,101.059,267.20608
2006,125.057,209.162
2005,110.013,249.83465
1998,42.106,234.57914
1996,129.888,303.85587
1986,156.65,237.13914
2002,167.878,277.002
2008,89.019,210.88608
2000,111.727,92.70812
2004,178.574,225.33179
2007,120.492,238.99383
2006,39.451,239.38567
2009,128.217,222.37995
2004,150.155,195.29098
2000,79.35,92.86485
1992,97.916,247.01342
2007,80.023,277.99465
2007,150.83,253.67465
1995,182.774,423.26159
2005,155.526,41.56036
1993,158.517,217.5473
1996,172.172,241.89342
1994,105.025,355.29098
1980,124.481,136.14975
2006,126.191,235.04934
1998,164.387,340.87138
2006,129.591,192.41751
1968,144.562,276.68853
2000,128.022,383.58159
2007,163.848,193.93261
2004,146.683,217.10322
1991,177.093,78.05342
1993,104.799,198.76526
1978,105.288,305.71057
1977,91.453,194.97751
1997,138.732,238.28853
1985,96.874,208.45669
2000,90.02,303.04608
2004,120.638,249.67791
1973,121.966,316.99546
2001,98.513,286.53669
2004,120.049,234.73587
1991,81.419,166.32118
1988,70.876,314.27873
1992,167.377,229.66812
1995,173.071,130.87302
1995,106.822,203.25832
2002,119.187,169.74322
2009,100.009,203.31057
2007,71.031,338.05016
2008,191.383,90.14812
2007,113.957,258.16771
1999,104.036,205.40036
1994,130.677,225.41016
1997,91.523,131.10812
1997,103.997,274.54649
1981,165.303,209.60608
1968,111.12,119.90159
1991,98.752,193.67138
2004,143.969,275.43465
2002,104.04,255.32036
2000,119.2,163.91791
2007,93.225,275.90485
2004,142.141,314.20036
2004,133.404,147.85261
1983,117.661,255.7122
1997,102.724,237.73995
2010,117.027,207.17669
2000,108.234,320.522
2004,115.024,182.04689
1990,111.755,236.5122
1992,128.666,100.23138
1971,119.744,197.90322
2002,89.996,202.21342
1963,131.971,428.06812
1980,75.11,114.07628
1993,87.581,273.84118
2000,161.288,448.54812
2008,154.354,207.09832
2009,128.022,153.33832
2002,141.229,292.17914
2008,91.889,161.43628
2003,93.011,223.05914
1967,144.538,146.02404
1988,80.292,271.98649
1997,109.099,341.36771
2006,200.016,214.49098
1975,86.992,469.60281
1972,111.261,158.77179
1967,160.011,192.65261
1997,93.728,227.65669
2009,184.004,335.5424
2007,99.75,234.39628
2005,148.653,94.9024
2004,99.914,270.10567
1983,184.884,172.25098
2007,88.096,211.69587
1998,88.336,313.36444
1998,123.522,203.7024
2009,106.499,206.52363
2005,86.658,306.96444
2004,165.278,299.31057
2005,47.96,221.30893
2008,135.045,193.72363
1995,112.625,166.66077
2000,76.716,280.5024
1964,97.52,163.94404
1985,116.512,285.09995
1973,97.571,179.43465
1983,138.703,163.81342
2003,86.505,401.8673
1991,165.965,285.83138
1996,119.866,277.08036
2009,120.006,233.9522
1993,122.47,126.64118
2006,141.118,243.98322
2005,118.144,270.05342
1984,111.459,188.99546
1992,168.035,452.25751
2005,122.843,43.38893
1950,93.707,173.50485
1998,94.971,166.86975
2004,131.752,334.18404
2009,86.353,330.16118
2003,111.995,228.23138
2007,91.357,150.15138
2008,120.099,285.17832
1992,144.974,257.54077
2009,135.57,354.19383
2003,85.897,283.61098
1994,104.101,198.76526
1991,64.011,291.97016
2009,120.928,167.44444
2007,146.053,185.99138
2000,87.038,155.402
2001,112.292,105.84771
2001,96.007,234.16118
2005,150.529,271.5424
1982,92.685,209.47546
